,smiles,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications"
321,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](CC1:C:C:C:C:C:1)NC(=O)[C@H](CC(N)=O)NC(=O)C1:C:C:C2:C:C:C:C:C:2:N:1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
322,CCCNC1CCC2:N:C(N):S:C:2C1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
323,CCOC(=O)C(CCC1:C:C:C:C:C:1)NC1CCC2:C:C:C:C:C:2N(CC(=O)O)C1=O,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
324,O=C(O)CN1C(=O)[C@@H](N[C@H](CCC2:C:C:C:C:C:2)C(=O)O)CCC2:C:C:C:C:C:21,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
325,CC1:C:C:C(C2:N:C3:C:C:C(C):C:N:3:C:2CC(=O)N(C)C):C:C:1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
326,COC1:C:C(NCC2:C:C:C3:N:C(N):N:C(N):C:3:C:2C):C:C(OC):C:1OC.O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
327,COCCOC(=O)NCC(=O)N[C@@H]1[C@@H](O)C[C@](OC[C@H]2O[C@H](O[C@H](C)[C@H](N)C(=O)O)[C@H](NC(C)=O)[C@@H](O)[C@H]2O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
328,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0
329,CC(C)CC(NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC1:C:C:C:C:C:1)NC(=O)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(N)CC1:N:C:C:[NH]:1)C(C)O)C(C)O)C(=O)NC(C(=O)O)C(C)C,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1
330,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
331,CCOC1:N:C2:C:C:C:C(C(=O)O):C:2:N:1CC1:C:C:C(C2:C:C:C:C:C:2C2:N:C(=O):O:[NH]:2):C:C:1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0
332,OCCN1CC(O)C(O)C(O)C1CO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
333,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1
334,CCNC(=NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN=C(NCC)NCC)NC(=O)[C@H](CC1:C:C:C(O):C:C:1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1:C:C:C:N:C:1)NC(=O)[C@@H](CC1:C:C:C(Cl):C:C:1)NC(=O)[C@@H](CC1:C:C:C2:C:C:C:C:C:2:C:1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O)NCC,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1
335,CC(=O)N[C@H](CC1:C:C:C2:C:C:C:C:C:2:C:1)C(=O)N[C@H](CC1:C:C:C(Cl):C:C:1)C(=O)N[C@H](CC1:C:C:C:N:C:1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](CC1:C:C:C(O):C:C:1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
336,CC(=O)N[C@H](CC1:C:C:C2:C:C:C:C:C:2:C:1)C(=O)N[C@H](CC1:C:C:C(Cl):C:C:1)C(=O)N[C@H](CC1:C:C:C:N:C:1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1:C:C:C(O):C:C:1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O.O=C(O)C(F)(F)F,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1
337,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1
338,OC(CCN1CCCCC1)(C1:C:C:C:C:C:1)C1CCCCC1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
339,COC1:C:C2:C(:C:C:1O)CCNC21CSC2C3:C(OC(C)=O):C(C):C4:C(:C:3C(COC1=O)N1C(O)C3CC5:C:C(C):C(OC):C(O):C:5C(C21)N3C)OCO4,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1
340,CCCCCOC1:C:C:C(C2:C:C:C(C3:C:C:C(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)C5:C:C:C(O):C:C:5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O):C:C:3):C:C:2):C:C:1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
341,O=C(C1:C:C:C:C:C:1)C1:C:C:C2:N:1CCC2C(=O)O,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
342,NC(CO)(CO)CO.O=C(C1:C:C:C:C:C:1)C1:C:C:C2:N:1CCC2C(=O)O,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
343,COC1=CC(=O)CC(C)C12OC1:C(Cl):C(OC):C:C(OC):C:1C2=O,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
344,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1
345,CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1.[Gd+3],0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
346,O=C([O-])CN1CCN(CC(=O)[O-])CCN([C@H](CO)[C@H](O)CO)CCN(CC(=O)[O-])CC1.[Gd+3],0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
347,C=C[C@]1(C)C[C@@H](OC(=O)CSC2C[C@@H]3CC[C@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
348,O=C(O[C@@H]1C[N+]2(CCCOC3:C:C:C:C:C:3)CCC1CC2)C(O)(C1:C:C:C:S:1)C1:C:C:C:S:1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
349,CN(C(=O)CC(=O)N(C)C1:C(I):C(C(=O)NC(CO)C(O)CO):C(I):C(C(=O)NC(CO)C(O)CO):C:1I)C1:C(I):C(C(=O)NC(CO)C(O)CO):C(I):C(C(=O)NC(CO)C(O)CO):C:1I,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1
350,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
351,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1C1:C:C:C:C:C:1Cl,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
352,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1:C:C:C:C(Cl):C:1Cl,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
353,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1:C:C:C:C:C:1[N+](=O)[O-],1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
354,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1C1:C:C:C:C([N+](=O)[O-]):C:1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0
355,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1C1:C:C:C:C:C:1[N+](=O)[O-],1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
356,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1:C:C:C:C(Cl):C:1Cl,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
357,CS(=O)(=O)C1:C:C:C(C2=C(C3:C:C:C:C:C:3)C(=O)OC2):C:C:1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
358,CC(C)[N+](C)(CCOC(=O)C1C2:C:C:C:C:C:2OC2:C:C:C:C:C:21)C(C)C,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1
359,CN1CCN(C2=C3:C:C:C:C:C:3=NC3:C:C:C(Cl):C:C:3N2)CC1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
360,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(O)C2CC2)CC(O)CC1O,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
361,CCN1C(=O)NC(C2:C:C:C:C:C:2)C1=O,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
362,CCC1(C2:C:C:C:C:C:2)NC(=O)N(C)C1=O,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1
363,CN(CCOC1:C:C:C(CC2SC(=O)NC2=O):C:C:1)C1:C:C:C:C:N:1.O=C(O)C=CC(=O)O,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
364,COC1:C:C:C(CN(CCN(C)C)C2:C:C:C:C:N:2):C:C:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365,O=C([O-])CC1:C:C:C:C:C:1NC1:C(Cl):C:C:C:C:1Cl,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
366,CC1:C:C:C(Cl):C(NC2:C:C:C:C:C:2C(=O)[O-]):C:1Cl,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0
367,CC1:C:C:C:C(NC2:C:C:C:C:C:2C(=O)O):C:1C,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
368,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12C[C@@H]3C[C@@H](CC(O)(C3)C1)C2.O=C(O)C(F)(F)F,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
369,CC(C)C1:N:C(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC2:C:C:C:C:C:2)NC(=O)OCC2:C:N:C:S:2)CC2:C:C:C:C:C:2):C:S:1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
370,CCC1=C(C)CN(C(=O)NCCC2:C:C:C(S(=O)(=O)NC(=O)NC3CCC(C)CC3):C:C:2)C1=O,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
371,NS(=O)(=O)C1:C:C2:C(:C:C:1Cl)NCNS2(=O)=O,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
372,NS(=O)(=O)C1:C:C2:C(:C:C:1C(F)(F)F)NCNS2(=O)=O,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0
373,CN1C(CCl)NC2:C:C(Cl):C(S(N)(=O)=O):C:C:2S1(=O)=O,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0
374,CN1C(CSCC(F)(F)F)NC2:C:C(Cl):C(S(N)(=O)=O):C:C:2S1(=O)=O,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0
375,CC1:C:C:C:C:C:1N1C(=O)C2:C:C(S(N)(=O)=O):C(Cl):C:C:2NC1C,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0
376,CCOC1:N:C2:C:C:C:C(C(=O)O):C:2:N:1CC1:C:C:C(C2:C:C:C:C:C:2C2:N:N:[NH]:N:2):C:C:1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
377,CN1:C(=O):C2:[NH]:C:N:C:2:N(C):C:1=O.CN1:C(=O):C2:[NH]:C:N:C:2:N(C):C:1=O.NCCN,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1
378,COC1(NC(=O)CC2:C:C:C:S:2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC21,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1
379,CC(C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](N2:C:C:C(=O):[NH]:C:2=O)C(C)(F)[C@@H]1O)OC1:C:C:C:C:C:1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0
380,CON=C1CN(C2:N:C3:C(:C:C:2F):C(=O):C(C(=O)O):C:N:3C2CC2)CC1CN,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
381,N[C@@H](CC(=O)N1CCN2:C(:N:N:C:2C(F)(F)F)C1)CC1:C:C(F):C(F):C:C:1F,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
382,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1:C:C:C(O):C:C:1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1:C:C:C:C:C:1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC1:C:N:C:[NH]:1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1:C:C:C:C:C:1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1
383,CC1C(C2:C:C:C:C:C:2)OCCN1C,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0
384,NC(=O)C1CCCN1C(=O)C(CC1:C:N:C:[NH]:1)NC(=O)C1CCC(=O)N1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
385,C[C@H](N[C@@H](CCC1:C:C:C:C:C:1)C(=O)O)C(=O)N1CC2:C:C:C:C:C:2C[C@H]1C(=O)O,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
386,CCOC(=O)C(CCC1:C:C:C:C:C:1)NC(C)C(=O)N1CC2:C:C:C:C:C:2CC1C(=O)O,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
387,COC1:C:C2:C(:C:C:1OC)CN(C(=O)[C@H](C)N[C@@H](CCC1:C:C:C:C:C:1)C(=O)O)[C@H](C(=O)O)C2,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
388,CC(C)OC(=O)CCCC=CC[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1C=CC(O)COC1:C:C:C:C(C(F)(F)F):C:1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
389,CC(C)OC(=O)CCC/C=C/CC1C(O)CC(O)C1/C=C/C(F)(F)COC1:C:C:C:C:C:1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
390,OC1:C:C:C:C(C2:C3:N:C(:C(C4:C:C:C:C(O):C:4):C4:C:C:C(:[NH]:4):C(C4:C:C:C:C(O):C:4):C4:C:C:C(:N:4):C(C4:C:C:C:C(O):C:4):C4:C:C:C:2:[NH]:4)CC3):C:1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
391,CC#CCN1:C(N2CCC[C@@H](N)C2):N:C2:C:1:C(=O):N(CC1:N:C(C):C3:C:C:C:C:C:3:N:1):C(=O):N:2C,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
392,CN(C)C1:C:C:C2:N:C3:C:C:C(=[N+](C)C):C:C3:S:C:2:C:1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0
393,CC1:C:C:C:C:C:1C(=O)NC1:C:C:C(C(=O)N2CCCC(O)C3:C:C(Cl):C:C:C:32):C(C):C:1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0
394,CCC1:N:N(CCCN2CCN(C3:C:C:C:C(Cl):C:3)CC2):C(=O):N:1CCOC1:C:C:C:C:C:1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
395,CC1:C:C:C(NC(=O)C2:C:C:C(CN3CCN(C)CC3):C:C:2):C:C:1NC1:N:C:C:C(C2:C:C:C:N:C:2):N:1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
396,CN1CCN2C3:C:C:C:C:C:3CC3:C:C:C:C:C:3C2C1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1
397,CC1:C:C:C(C(=O)NC2:C:C:C(CN3CCN(C)CC3):C(C(F)(F)F):C:2):C:C:1C#CC1:C:N:C2:C:C:C:N:N:1:2,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0
398,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
399,CC1:C(C):C2:C(:C(C):C:1O)CCC(C)(COC1:C:C:C(CC3SC(=O)NC3=O):C:C:1)O2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
400,CNCC[C@H](OC1:C:C:C:C2:C:C:C:C:C:1:2)C1:C:C:C:S:1.Cl,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
401,CC1:C:C:C(SC2:C:C:C:C:C:2N2CCNCC2):C(C):C:1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0
402,O=C1:[NH]:C2:C:C:C:C:C:2:N:1C1CCN(CCCC(C2:C:C:C(F):C:C:2)C2:C:C:C(F):C:C:2)CC1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1
403,OC[C@H]1O[C@@H](C2:C:C:C(Cl):C(CC3:C:C:C(O[C@H]4CCOC4):C:C:3):C:2)[C@H](O)[C@@H](O)[C@@H]1O,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1
404,Cl.O=C(O[C@H]1CN2CCC1CC2)N1CCC2:C:C:C:C:C:2[C@@H]1C1:C:C:C:C:C:1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0
405,CCN(CCCCOC(=O)C1:C:C:C(OC):C(OC):C:1)C(C)CC1:C:C:C(OC):C:C:1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
406,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0
407,CN[C@H]1C(=O)N[C@@H]2CC3:C:C:C(:C:C:3)OC3:C:C4:C:C(:C:3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)OC3:C:C:C(:C:C:3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)C2:C:C(:C:C(O):C:2Cl)OC2:C:C:C1:C:C:2O)C1:C:C:C(O):C(:C:1)C1:C(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O):C:C(O):C:C:1[C@@H](C(=O)NCCCN(C)C)NC3=O,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
408,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
409,NCC1(CC(=O)O)CCCCC1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
410,O=NN(CCCl)C(=O)NC1CCCCC1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1
411,O=C(O)C(=O)O.[NH-]C1CCCCC1[NH-].[Pt+2],1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
412,NCC1CCC(C(=O)O)CC1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1
413,CC1:C:C(NS(=O)(=O)C2:C:C:C(N):C:C:2):N:O:1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
414,O=C1CN2CC3:C(:C:C:C(Cl):C:3Cl)NC2=N1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
415,Cl.NC(N)=NC(=O)C1:N:C(Cl):C(N):N:C:1N.NS(=O)(=O)C1:C:C2:C(:C:C:1Cl)NCNS2(=O)=O,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0
416,CC(C)N1CCN(C2:C:C:C(OCC3COC(CN4:C:N:C:N:4)(C4:C:C:C(Cl):C:C:4Cl)O3):C:C:2)CC1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
417,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C2:C:C:C:C:C:2)C2(O)CC(OC(=O)C(O)C(NC(=O)C3:C:C:C:C:C:3)C3:C:C:C:C:C:3)C(C)=C1C2(C)C,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
